Code,Category,Year,Emissions
BRA,4D3,1970,18.54762
BRA,4F,1970,1.3541350641000003
BRA,6B,1970,3.572841
BRA,6C,1970,0.0376087
BRA,7B,1970,3.21513182
BRA,7C,1970,2.1668357200000004
ARG,1A1a,1970,0.1171158001
ARG,1A1bc,1970,0.0198681
ARG,1A2,1970,0.3062214
ARG,1A3a,1970,0.033110026
ARG,1A3b,1970,0.52517352
ARG,1A3c,1970,0.00126
ARG,1A3d,1970,0.053788
ARG,1A3e,1970,0.007048
ARG,1A4,1970,1.1142985
ARG,1B1,1970,0.073885
ARG,1B2,1970,0.0456330586
ARG,2B,1970,0.3401
ARG,3D,1970,0.07194327310000001
ARG,4B,1970,1.919515778
ARG,4D1,1970,5.7125391599999995
ARG,4D2,1970,68.5919495
ARG,4D3,1970,6.6842108
ARG,4F,1970,0.4453427258
ARG,6B,1970,1.634287
ARG,7B,1970,2.20251468
ARG,7C,1970,0.12780772999999998
BOL,1A1a,1970,0.00232
BOL,1A1bc,1970,0.00042129999999999994
BOL,1A2,1970,0.0082246
BOL,1A3a,1970,0.002414
BOL,1A3b,1970,0.0230502234
BOL,1A3c,1970,
BOL,1A4,1970,0.029403
BOL,1B1,1970,0.000605
BOL,1B2,1970,0.011145745437
BOL,2B,1970,
BOL,3D,1970,0.013521805769999999
BOL,4B,1970,0.26694988500000005
BOL,4D1,1970,0.3249797533999999
BOL,4D2,1970,4.6260072999999995
BOL,4D3,1970,0.6214301830000001
BOL,4F,1970,0.0237746467
BOL,6B,1970,0.1270954
BOL,7B,1970,0.0830761
BOL,7C,1970,0.013244
CHL,1A1a,1970,0.034783900000000006
CHL,1A1bc,1970,0.0078414
CHL,1A2,1970,0.09113579999999999
CHL,1A3a,1970,
CHL,1A3b,1970,0.127995326
CHL,1A3c,1970,0.064537
CHL,1A3d,1970,0.007
CHL,1A4,1970,0.2091816
CHL,1B1,1970,
CHL,1B2,1970,0.0510254788
CHL,2B,1970,
CHL,3D,1970,0.02869516187
CHL,4B,1970,0.32945941
CHL,4D1,1970,3.3791859219999996
CHL,4D2,1970,5.4242805
CHL,4D3,1970,1.2997287
CHL,4F,1970,0.04570762009999999
CHL,6B,1970,0.4246224
CHL,7B,1970,0.56797044
CHL,7C,1970,0.10175682
COL,1A1a,1970,0.02919349958
COL,1A1bc,1970,0.0069467
COL,1A2,1970,0.1949658
COL,1A3a,1970,0.0051080019999999995
COL,1A3b,1970,0.200421754
COL,1A3c,1970,0.0061361
COL,1A3d,1970,
COL,1A3e,1970,0.0044484
COL,1A4,1970,0.8133227999999999
COL,1B1,1970,0.018325
COL,1B2,1970,0.0252889388
COL,2B,1970,0.8180000000000001
COL,3D,1970,0.0662056612
COL,4B,1970,0.6748932000000001
COL,4D1,1970,8.12744966
COL,4D2,1970,22.512607
COL,4D3,1970,3.9892548999999993
COL,4F,1970,0.13307205800000002
COL,6B,1970,0.653002
COL,7B,1970,0.6808164550000001
COL,7C,1970,0.31016194999999996
ECU,1A1a,1970,0.0029234189
ECU,1A1bc,1970,0.0011784
ECU,1A2,1970,0.0238699
ECU,1A3a,1970,
ECU,1A3b,1970,0.039155709000000004
ECU,1A3c,1970,
ECU,1A3d,1970,
ECU,1A3e,1970,0.004110000000000001
ECU,1A4,1970,0.2575682
ECU,1B2,1970,0.016785874367999998
ECU,2B,1970,
ECU,3D,1970,0.01822367252
ECU,4B,1970,0.5155719971999999
ECU,4D1,1970,1.0901840377
ECU,4D2,1970,2.8727055
ECU,4D3,1970,0.8466310999999997
ECU,4F,1970,0.06334950351
ECU,6B,1970,0.19525679999999998
ECU,7B,1970,0.128076
ECU,7C,1970,0.0766970894
FLK,1A1a,1970,1.4670467000000001e-05
FLK,1A1bc,1970,
FLK,1A2,1970,3.1893954000000004e-05
FLK,1A3a,1970,
FLK,1A3b,1970,4.628245000000001e-06
FLK,1A3d,1970,
FLK,1A3e,1970,
FLK,1A4,1970,6.619985673e-05
FLK,1B1,1970,1.25242e-06
FLK,1B2,1970,
FLK,3D,1970,5.974991e-06
FLK,4B,1970,0.00020430499
FLK,4D1,1970,0.0007418893400000001
FLK,4D2,1970,0.141423651
FLK,4D3,1970,0.0217445076
FLK,6C,1970,4.30472e-07
FLK,7B,1970,0.00021888
FLK,7C,1970,2.23843e-05
GUF,1A1a,1970,0.0015632406
GUF,1A1bc,1970,
GUF,1A2,1970,0.00115471528
GUF,1A3a,1970,
GUF,1A3b,1970,0.00011288387
GUF,1A3d,1970,
GUF,1A3e,1970,
GUF,1A4,1970,0.0011333988050000001
GUF,1B1,1970,1.97986e-05
GUF,1B2,1970,
GUF,3D,1970,0.00014383492900000002
GUF,4B,1970,0.0016410890360000002
GUF,4D1,1970,0.00753828249
GUF,4D2,1970,0.0032310798000000003
GUF,4D3,1970,0.0015229749
GUF,4F,1970,3.9003159e-05
GUF,6B,1970,0.010218
GUF,6C,1970,1.69725e-05
GUF,7B,1970,0.018515
GUF,7C,1970,0.000680184
GUY,1A1a,1970,0.0030755564
GUY,1A1bc,1970,
GUY,1A2,1970,0.012127296099999999
GUY,1A3a,1970,
GUY,1A3b,1970,0.0016754100000000002
GUY,1A3d,1970,
GUY,1A3e,1970,
GUY,1A4,1970,0.013090880719999998
GUY,1B1,1970,2.3987e-05
GUY,1B2,1970,
GUY,3D,1970,0.002087375561
GUY,4B,1970,0.027297253999999993
GUY,4D1,1970,4.665845065700001
GUY,4D2,1970,0.25297854999999997
GUY,4D3,1970,0.11961069
GUY,4F,1970,0.03227373813
GUY,6B,1970,0.027633329999999998
GUY,6C,1970,4.82967e-05
GUY,7B,1970,0.0176597
GUY,7C,1970,0.00643643
PER,1A1a,1970,0.0190160287
PER,1A1bc,1970,0.0038132
PER,1A2,1970,0.0865839
PER,1A3a,1970,0.002867992
PER,1A3b,1970,0.13262763
PER,1A3d,1970,0.008924
PER,1A3e,1970,
PER,1A4,1970,0.632015
PER,1B1,1970,0.02762
PER,1B2,1970,0.02543310196
PER,2B,1970,0.608
PER,3D,1970,0.0400366411
PER,4B,1970,0.54606718
PER,4D1,1970,2.256454348
PER,4D2,1970,7.944681999999999
PER,4D3,1970,1.9517141
PER,4F,1970,0.09546547159999998
PER,6B,1970,0.5128223
PER,7B,1970,0.42357854500000003
